CustomerID,Age,Income,CreditScore,Factor_Service,Factor_Product,Factor_Price,TrueSegment
1,21,47.55121747751507,633,0.9031545854419578,0.583824373195297,0.6949660385643704,Gioi_tre_Tieu_hoang
2,63,25.43359877671101,631,0.6875424941518055,0.1961506638996729,-0.7057258002214178,Huu_tri_An_toan
3,22,27.883034751390085,588,0.7793161400737825,1.2118976062075584,0.8788466043759202,Gioi_tre_Tieu_hoang
4,56,36.87849009172836,675,0.7416612500413446,0.31948801633118096,-0.24431654464731878,Huu_tri_An_toan
5,59,34.97236068839937,690,0.8778697826512247,0.1204642658232074,-0.4724023206926987,Huu_tri_An_toan
6,21,46.57488988695299,656,0.6514104843569911,0.6768703435223519,0.7397792608821423,Gioi_tre_Tieu_hoang
7,27,40.694866706696324,552,0.335822620185868,0.4738895390636866,0.8268857765256045,Gioi_tre_Tieu_hoang
8,32,31.05838144420434,661,0.47251204764647947,-0.13568700928905542,0.8690787624148786,Tiet_kiem_Pho_thong
9,25,33.4982348789241,589,-0.06415332347452019,0.6718865378802803,0.8101792060544322,Tiet_kiem_Pho_thong
10,41,205.0883224473006,790,0.8354880245394876,0.9361395605508415,-0.5923926867068061,Doanh_nhan_Thanh_dat
11,64,23.39804597466312,576,0.07565436501010155,-0.36750018343656116,1.0042491617339422,Tiet_kiem_Pho_thong
12,24,47.85690057209397,693,0.4445189345179058,0.5383012794213624,0.6996485912830928,Gioi_tre_Tieu_hoang
13,42,33.79093326466014,615,0.2258051583452687,0.7487448534199106,0.9175553293954833,Tiet_kiem_Pho_thong
14,32,26.361689267011158,576,-0.48540597925284745,0.31844811082583047,0.926105527217989,Tiet_kiem_Pho_thong
15,48,36.727589719443834,684,0.7421726287060116,0.6358808979600529,-0.8498182725053196,Huu_tri_An_toan
16,30,46.396622502654715,632,0.5776662252701498,0.31624575694019164,0.7946972249101567,Gioi_tre_Tieu_hoang
17,25,41.53912575561589,587,0.6011811913294208,0.7955508198867054,0.7481942710522219,Gioi_tre_Tieu_hoang
18,61,29.15660981190234,745,0.9503866065373548,0.737309584112914,-1.0728162364384217,Huu_tri_An_toan
19,29,56.138606027935225,575,0.6230684845753715,0.6013135035593347,0.9846325216683907,Gioi_tre_Tieu_hoang
20,62,32.482621729419,637,0.8137125949612055,0.18130888588216854,-0.6579222708094455,Huu_tri_An_toan
21,45,175.97656557842342,768,0.8114487626171152,0.8643254974231807,-0.7887756402932069,Doanh_nhan_Thanh_dat
22,43,212.6785688570607,731,0.9184633858532304,0.9259882794248424,-0.7436354256445379,Doanh_nhan_Thanh_dat
23,28,38.06283075160357,650,0.965121239094033,0.7452576538997749,0.9694802865153278,Gioi_tre_Tieu_hoang
24,63,31.42824290986816,774,0.8947665841823575,0.14260895083920544,-0.6030339174098511,Huu_tri_An_toan
25,31,22.34785973439735,646,0.6073558089615607,0.3697944976225803,0.994053558496201,Tiet_kiem_Pho_thong
26,40,161.15659589106275,753,0.8184189715034562,0.8922898290585896,-0.8317696050366712,Doanh_nhan_Thanh_dat
27,47,30.689800018459977,764,0.1375061720607787,-0.3625621068726195,0.8965470343905192,Tiet_kiem_Pho_thong
28,29,30.412362076215928,586,0.38560019763683684,0.389295049829418,0.8927171087343128,Tiet_kiem_Pho_thong
29,34,31.88524897451804,662,-0.036856685042152504,-0.1704186476845912,0.8487034682364378,Tiet_kiem_Pho_thong
30,43,189.63293449322092,753,0.9153725105945528,0.9058208718446,-1.1285940595661246,Doanh_nhan_Thanh_dat
31,44,33.330992720488695,542,0.6528018416687773,0.5620487839826237,0.8396095627515472,Tiet_kiem_Pho_thong
32,42,47.26365745327361,634,0.5542262560722396,0.5816007053972809,0.9651391251305799,Tiet_kiem_Pho_thong
33,28,20.49615803396413,609,-0.24237156713174732,0.18414554318415235,0.8465337258149936,Tiet_kiem_Pho_thong
34,27,32.09827303048279,596,0.9266851790902098,0.7128560038190925,0.5844510444141389,Gioi_tre_Tieu_hoang
35,42,21.6456409656198,743,0.8373655033282134,0.7453741963806817,0.9828765977604875,Tiet_kiem_Pho_thong
36,21,28.93227157384714,560,0.4409733339184896,-0.11700829537308027,0.8885263558533101,Tiet_kiem_Pho_thong
37,58,43.30650865304077,686,0.7364306186978834,0.5953301097311355,-1.2836681921523572,Huu_tri_An_toan
38,27,32.58930973527388,727,0.5129861042204588,-0.4077479863816054,0.8515765927133749,Tiet_kiem_Pho_thong
39,24,59.97604544377843,619,0.32022250303167565,0.441011505104028,0.7789762990507173,Gioi_tre_Tieu_hoang
40,29,33.55886897631494,597,0.6392221731858274,0.9882546578132231,0.5128275697641121,Gioi_tre_Tieu_hoang
41,26,52.27790539967854,609,0.6182689821351481,0.8294325393574087,0.8252189655648059,Gioi_tre_Tieu_hoang
42,51,149.05461252932878,843,0.7047912200477499,0.8848214904964417,-0.7823365587030847,Doanh_nhan_Thanh_dat
43,34,29.037991306428598,653,-0.08581189945798715,-0.048894865962511636,0.8644511359083641,Tiet_kiem_Pho_thong
44,47,187.68248802191522,804,0.9629628841923612,0.8171004989077928,-1.0120362080393939,Doanh_nhan_Thanh_dat
45,23,21.897149478590727,559,0.5647749270987099,0.8211439103357303,0.8560482124525723,Tiet_kiem_Pho_thong
46,48,28.105019208163796,640,-0.02410670263738242,0.32966654099537684,0.8869856945632315,Tiet_kiem_Pho_thong
47,53,33.32613541273459,492,-0.07870940471596308,0.6819691687114298,0.7803339530786478,Tiet_kiem_Pho_thong
48,42,31.1417275463214,599,-0.2589017485943327,0.23032182327749054,0.8322838288487888,Tiet_kiem_Pho_thong
49,24,51.43050441101007,650,1.0073642364299964,0.6133393186194879,0.8407645455054935,Gioi_tre_Tieu_hoang
50,34,29.16024968678818,513,-0.46298550975062214,-0.08737768850097438,0.8786552848288153,Tiet_kiem_Pho_thong
51,21,35.85016140271336,581,0.09817486840388151,-0.07293704044806154,0.8951804514464188,Tiet_kiem_Pho_thong
52,63,30.863845282238387,720,1.1065477826005157,0.46737195546294275,-0.6794864833703176,Huu_tri_An_toan
53,23,48.66141163543071,623,0.8950512919075395,0.7947254775455128,0.8108701155877143,Gioi_tre_Tieu_hoang
54,29,52.67416660868165,727,0.3697957311335851,0.8744641273441356,0.8366684011476704,Gioi_tre_Tieu_hoang
55,61,39.88154563240551,641,0.9568012821828338,0.45268281252376896,-1.2065173866553798,Huu_tri_An_toan
56,22,46.20315029180966,637,1.1628512517647658,0.89008476763721,0.6846192688675194,Gioi_tre_Tieu_hoang
57,46,216.91646563574074,801,0.8867700556057537,0.8926388884208094,-0.9564442377974423,Doanh_nhan_Thanh_dat
58,24,34.76936187082706,593,0.5951265247893848,-0.4377710635177469,0.8400624977046227,Tiet_kiem_Pho_thong
59,63,36.51174145165821,760,0.8624916962195895,0.40609288753506784,-1.2797370417612448,Huu_tri_An_toan
60,62,37.57219417029374,728,0.5750715816324262,0.039765748779313326,-0.4166969534304473,Huu_tri_An_toan
61,63,45.23699460565119,704,1.1102525709465942,0.5509918708721925,-0.4540264440714633,Huu_tri_An_toan
62,40,204.2892737738589,799,1.0368631557532348,0.8035076539419895,-0.7627897080003121,Doanh_nhan_Thanh_dat
63,53,42.221693959909054,735,0.7725844357916295,0.5600403257520268,-1.451259748439123,Huu_tri_An_toan
64,51,21.099492708925542,497,0.07778092044135249,0.35362617957572295,0.8967305251905907,Tiet_kiem_Pho_thong
65,28,33.47043391603201,613,0.577408903573463,0.47974961903057756,0.8975346549846588,Gioi_tre_Tieu_hoang
66,24,52.64113856400991,570,0.7512139546553533,0.5939484763255118,0.6414254335475312,Gioi_tre_Tieu_hoang
