company_id,revenue_millions,operating_margin,debt_to_equity,sector_code
COMP_0000,163.37643961278084,14.782451988878124,0.27631084272905704,SEC_MANU
COMP_0001,76.25498867509864,16.372738642131445,0.31596070676887617,SEC_TECH
COMP_0002,195.82594827849982,11.174766467266709,0.9262587685249748,SEC_TECH
COMP_0003,559.8314899761705,10.051053061968998,0.5058965358339502,SEC_RETAIL
COMP_0004,67.96656889122907,8.159397893768809,0.4264576337918302,SEC_FIN
COMP_0005,67.96790793615334,9.19835788008418,1.5544607024192698,SEC_TECH
COMP_0006,598.8764872513656,24.296377701234903,1.5789036011963233,SEC_TECH
COMP_0007,226.08740560845604,17.478718322947145,2.6103202569358634,SEC_TECH
COMP_0008,51.24565002616939,,0.8111763188227015,SEC_RETAIL
COMP_0009,172.61644501602697,,0.11384026418869427,SEC_TECH
COMP_0010,51.619461829956286,14.427464246873965,0.479618767207502,SEC_FIN
COMP_0011,51.47644352346477,14.689059189511868,5.868444303875905,SEC_RETAIL
COMP_0012,120.34405024167108,14.695535341269458,1.3604709654558984,SEC_FIN
COMP_0013,9.061763123917503,11.48017682578521,,SEC_TECH
COMP_0014,11.360002132173996,11.9981829599884,0.011077547954138402,SEC_TECH
COMP_0015,45.844487612047544,13.81151809663743,1.0953571294555369,SEC_FIN
COMP_0016,26.698373757666975,12.843572025173321,0.057376480983705125,SEC_RETAIL
COMP_0017,131.24906781890098,3.6227985090098596,1.2632721995431964,SEC_RETAIL
COMP_0018,30.276478059623066,11.580801477699225,3.8031164815930723,SEC_FIN
COMP_0019,16.53096945614214,9.094374262958745,5.182805605946545,SEC_TECH
COMP_0020,522.5802302170252,13.200845675634048,1.1665964701160825,SEC_MANU
COMP_0021,68.65324771624906,24.44103601041364,0.9193008276332724,SEC_FIN
COMP_0022,97.61526116837828,13.969926661897217,4.35109941986621,SEC_FIN
COMP_0023,16.285940287472755,11.245881255310408,1.6794926683271583,SEC_FIN
COMP_0024,46.840149506036575,16.18720600790901,0.10065154961441965,SEC_TECH
COMP_0025,,,0.9402685087859999,SEC_RETAIL
COMP_0026,22.619394615588202,14.180377961807364,0.41213893559648035,SEC_TECH
COMP_0027,141.29326471795602,14.927402372862684,,SEC_FIN
COMP_0028,,20.726174259318164,0.9117361649542708,SEC_TECH
COMP_0029,63.43193874234979,7.976446258696337,1.3089304870366776,SEC_TECH
COMP_0030,,14.394528307245817,0.6618805241065127,SEC_FIN
COMP_0031,831.0864505639342,8.794475480073846,0.26917533355510675,SEC_TECH
COMP_0032,,14.722050585368994,1.0509207841674932,SEC_MANU
COMP_0033,25.298545026680472,8.825253954055622,2.6597264879599867,SEC_TECH
COMP_0034,,10.830532745579662,1.6360207691092747,SEC_TECH
COMP_0035,20.800720385686628,11.319640343048375,,SEC_RETAIL
COMP_0036,115.65785583101504,16.403266877378837,4.112170591345732,SEC_RETAIL
